Reporting org id,Reporting org name,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
xi-iati-ec_intpa,European Commission - International Partnerships,15,,University Of Denver Colorado Seminary*,0,1,spending,outgoing,153440
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Uttaran,0,1,spending,outgoing,226626
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Veterinarios Sin Fronteras-Vetermon Asociacion*Vsf,0,1,spending,outgoing,170919
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Volontariato Internazionale Per Losviluppo Associazione*,0,1,spending,outgoing,171134
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Voluntary Service Overseas*,0,1,spending,outgoing,249371
xi-iati-ec_intpa,European Commission - International Partnerships,15,,We Effect,0,1,spending,outgoing,1065048
xi-iati-ec_intpa,European Commission - International Partnerships,15,,We World-Gvc Organizzazione Non Lucrativa Di Utilita'Sociale,0,1,spending,outgoing,807480
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Wellcom,0,1,spending,outgoing,149495
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Bank Group (WB),0,1,commitments,outgoing,88443225
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Food Programme*Programme Alimentaire Mondial,0,1,spending,outgoing,16904244
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Health Organization*Organisation Mondiale De La Sante,0,1,spending,outgoing,104087176
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision Australia*,0,1,spending,outgoing,6008574
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision Deutschland Ev*Wvd,0,1,spending,outgoing,6447604
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision Netherlands,0,1,spending,outgoing,1091520
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision South Africa*,0,1,spending,outgoing,328437
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision United Kingdom,0,1,spending,outgoing,4506225
xi-iati-ec_intpa,European Commission - International Partnerships,15,,World Vision Zambia Limited,0,1,spending,outgoing,625968
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Yash Pharmaceuticals Ltd,0,1,spending,outgoing,562938
xi-iati-ec_intpa,European Commission - International Partnerships,15,,Ye Ltyoppya Federalawi Dimokrasiyawi Ripeblik*Republique Federale Democratique D Ethiopie Federal Democratic Republic Of Ethiopia,0,1,spending,outgoing,41512632
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Agence Francaise D'Expertise Technique Internationale,0,1,spending,outgoing,5329470
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Agence Francaise De Developpement,0,1,spending,outgoing,3608930
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Agentstvo Razvitiya Selskih Initiativ*Autonomous Non Profit Organization Agency Of Rural Community Development,0,1,spending,outgoing,184938
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Agriconsulting Europe Sa*Aesa,0,1,spending,outgoing,432936
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Al Mamlaka Al Maghrebia*Royaume Dumaroc Kingdom Of Morocco,0,1,spending,outgoing,491233675
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Al Mamlaka Al Urduniya Al Hashemiyah*Royaume Hachemite De Jordanie Hashemite Kingdom Of Jordan,0,1,spending,outgoing,40272515
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Aljumhuriyah At Tunisiyah*Republique Tunisienne Republic Of Tunisia,0,1,spending,outgoing,94208000
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Arbeiter-Samariter-Bund Deutschland Ev*Asb,0,1,spending,outgoing,27497
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Armenian Red Cross Society*,0,1,spending,outgoing,65134
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Asociatia Obsteasca Keystone Humanservices International Moldova Association,0,1,spending,outgoing,56746
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Amis Des Enfants-Maroc*Amici Dei Bambini-Maroc,0,1,spending,outgoing,246433
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association De L'Enfance Handicapee*Aeh,0,1,spending,outgoing,283779
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Federation Handicap International*Hi Handicap International Federation,0,1,spending,outgoing,543444
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Inititative Tunisie,0,1,spending,outgoing,562142
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Marocaine De Solidariteet De Developpement,0,1,spending,outgoing,255096
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Marocaine Des Villagesd'Enfants Sos*Amvesos Sos Villagesd'Enfants Maroc,0,1,spending,outgoing,265792
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Medecins Du Monde*France,0,1,spending,outgoing,45008
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Association Rural Development For For Future Georgia*,0,1,spending,outgoing,474347
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Autorite Nationale Palestinienne*,0,1,spending,outgoing,186214117
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Azerbaijan Micro-Finance Association Ictimai Birliyi*Amfa,0,1,spending,outgoing,172618
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Azerbaijan Red Crescent Society,0,1,spending,outgoing,55790
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Bosna I Hercegovina*Bosnia And Herzegovina,0,1,spending,outgoing,16150138
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Care Osterreich Verein Fur Entwicklungszusammenarbeit Und Humanitare Hilfe*Care Austria Assoc For Developement Coop & Humanitarian Assist,0,1,spending,outgoing,1265873
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Caritas Osterreich,0,1,spending,outgoing,566386
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Caucasus Environmental Ngo Networkassociation*Cenn,0,1,spending,outgoing,2623308
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Centar Za Istrazhuvane I Kreirane Na Politiki Cikp Skopje Zdruzjenie*Center For Research And Policy Making Crpm,0,1,spending,outgoing,102525
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Charitable Organization Charitablefoundation Starenki,0,1,spending,outgoing,54106
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Charitable Organization Network Of100 Percent Life Rivne,0,1,spending,outgoing,290746
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Charity Foundation Life Route,0,1,spending,outgoing,111848
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Children Of Armenia Charitable Fund,0,1,spending,outgoing,51912
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Civil Society Union Aspen Institute4 Kyiv,0,1,spending,outgoing,58205
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Clovek V Tisni Ops*People In Need,0,1,spending,outgoing,3607718
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Coalition For Independent Life*Coalition For Independent Living,0,1,spending,outgoing,54504
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Com.Int Spa*,0,1,spending,outgoing,4890176
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"Conception, Etudes Et Cooperation De Formation",0,1,commitments,outgoing,2630740
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"Conception, Etudes Et Cooperation De Formation",0,1,spending,outgoing,7122983
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Conseil De L' Europe*Council Of Europe,0,1,spending,outgoing,294241
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Coptic Evangelical Organization Forsocial Services Association*,0,1,spending,outgoing,353640
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Crveni Krst Srbije*Red Cross Of Serbia,0,1,spending,outgoing,1140338
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Dai Global Belgium,0,1,spending,outgoing,269
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Deloitte Bedrijfsrevisoren/Reviseurs D'Entreprises,0,1,spending,outgoing,52743
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Democracy Plus,0,1,spending,outgoing,56562
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Deutsche Gesellschaft Fur Auswartige Politik Ev,0,1,spending,outgoing,56275
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Deutsche Gesellschaft Fur Internationale Zusammenarbeit (Giz) Gmbh*,0,1,spending,outgoing,34801695
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Deutscher Volkshochschul-Verband Ev,0,1,spending,outgoing,184501
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Domovik,0,1,spending,outgoing,57908
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"Donor Government (project via EAC, JRC,...)",0,1,commitments,outgoing,227089410
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,EC_NEAR,0,1,spending,outgoing,100704
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,East Europe Foundation International Charitable Organisation*Eef,0,1,spending,outgoing,878301
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Ednannia (Joining Forces) Initiative Centre To Support Action,0,1,spending,outgoing,607611
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Education Development And Empoymentcenter,0,1,spending,outgoing,338222
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Equality Movement,0,1,spending,outgoing,57158
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Ernst And Young General Partnership,0,1,spending,outgoing,286731
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,European Bank For Reconstruction And Development*Banque Europeenne Pour La Reconstruction Et Le Developpement,0,1,spending,outgoing,49465218
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,European Border And Coast Guard Agency,0,1,spending,outgoing,1901743
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,European Centre For Disease Prevention And Control*Centre Europeen Deprevention Et De Controle Des Maladies,0,1,spending,outgoing,10116000
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"European Investment Bank (Trust fund via EIB like FEMIP, NIF, Interest subsidies...)",0,1,commitments,outgoing,-13970956
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,European Investment Bank*Banque Europeenne D Investissement,0,1,spending,outgoing,8573426
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,European Investment Fund*Fonds Europeen D'Investissement,0,1,spending,outgoing,2775669
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Europos Socialinio Fondo Agentura*European Social Fund Agency,0,1,spending,outgoing,61701
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Evoluxer Sl,0,1,spending,outgoing,524696
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Face For Children In Need,0,1,spending,outgoing,90160
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Felcos Umbria - Fondo Di Enti Locali Per La Cooperazione Decentrata Elo Sviluppo Umano Sostenibile,0,1,spending,outgoing,171262
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Flybosnia Doo,0,1,spending,outgoing,146972
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fondacioni World Vision Albania*World Vision Albania Foundation,0,1,spending,outgoing,377888
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fondation Amane Pour La Protectionde L Enfance,0,1,spending,outgoing,221436
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fonds Europeen Pour La Democratie*European Endowment For Democracy,0,0,spending,outgoing,1158528
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Foundation Of Centre For Strategicresearch And Development Of Georgia,0,1,spending,outgoing,355012
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Friedrich-Ebert-Stiftung Ev,0,1,spending,outgoing,841798
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fundacion Accion Contra El Hambre*Action Contre La Faim-Espagne Fach,0,1,spending,outgoing,835187
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fundatia Est - Europeana*East Europe Foundation Eef,0,1,spending,outgoing,2029345
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Fundatia Soros Moldova*Soros Foundation Moldova Sfm,0,1,spending,outgoing,1112154
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Georgian Institute Of Public Affair Foundation*Gipa,0,1,spending,outgoing,386652
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Gfa Consulting Group Gmbh*,0,1,spending,outgoing,864369
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Global Green Growth Institute*,0,1,spending,outgoing,22512
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Global Initiative On Psychiatry Tbilisi Foundation*Gip Tbilisi,0,1,spending,outgoing,72663
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Goethe-Institut Ev*,0,1,spending,outgoing,4800817
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Gopa Worldwide Consultants Gmbh,0,1,spending,outgoing,1841779
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Guria Youth Resource Center Association,0,1,spending,outgoing,141121
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Hayastani Hanrapetut Yun*Republique D'Armenie Republic Of Armenia,0,1,spending,outgoing,29212800
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Heks - Eper Georgia,0,1,spending,outgoing,983529
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Hilfswerk International,0,1,spending,outgoing,337281
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Hulla & Co Human Dynamics Gmbh & Co Kg,0,1,spending,outgoing,199868
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,IOM – International Organization for Migration,0,1,spending,outgoing,62625396
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Ibf International Consulting,0,1,spending,outgoing,1720376
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Idp Women Association Consent*Association Of Internally Displaced Women Consent,0,1,spending,outgoing,45392
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Impact Hub Llc,0,1,spending,outgoing,442503
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Initiative Feministe Euro-Mediterraneenne,0,1,spending,outgoing,444709
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Institute For Development Of Freedom Of Information,0,1,spending,outgoing,56458
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Bank for Reconstruction and Development,0,1,spending,outgoing,5497918
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Charitable Foundation Ukrainian Women'S Fund,0,1,spending,outgoing,66848
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Food Policy Researchinstitute,0,1,spending,outgoing,156083
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Labour Organization*Organisation Internationale Du Travail,0,1,spending,outgoing,3373816
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Renaissance Foundation,0,1,spending,outgoing,1881206
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,International Trade Centre*,0,1,spending,outgoing,673170
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Intertech Group Sal,0,1,spending,outgoing,239537
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Irex Europe,0,1,spending,outgoing,1218496
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Ivane Javakhishvili Tbilisi State University,0,1,spending,outgoing,290974
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kaliningrad Regional Public Organization Of Disable Kovcheg,0,1,spending,outgoing,694737
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kentro Diethnous Kai Evropaikou Oikonomikou Dikaiou*Centre De Droit Economique International Et Europeencieel Centre Of International And E,0,1,spending,outgoing,332252
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kharkiv Regional Nongovernamental Organisation Kharkik Regional Gender Resource Centre,0,1,spending,outgoing,169833
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Komesarijat Za Izbeglice I Migracije Republike Srbije*Commissariat Forrefugees And Migration Of The Republic Of Serbia,0,1,spending,outgoing,12997219
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Konrad-Adenauer-Stiftung Ev*Kas,0,1,spending,outgoing,810540
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kosova Education Center Foundation*Qendra E Arsimit - Kosove Kec,0,1,spending,outgoing,40842
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kreditanstalt Fur Wiederaufbau*,0,0,spending,outgoing,35482757
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Kreditanstalt Fur Wiederaufbau*,0,1,spending,outgoing,166465341
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Latvijas Republika*Republique De Lettonie Republic Of Latvia,0,1,spending,outgoing,867832
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Lietuvos Respublikos Specialiuju Tyrimu Tarnyba*Special Investigationservice Of The Republic Of Lithuania,0,1,spending,outgoing,1011487
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Luhansk Oblast Non Governmental Organisation Agricultural Extension Service,0,1,spending,outgoing,248549
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,MULTILATERAL ORGANISATIONS,0,1,commitments,outgoing,158278500
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Medecins Du Monde - Dokters Van Dewereld,0,1,spending,outgoing,2692074
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"Mezhregionalnaya Obshchestvennaya Organizatsiya Podderzhki Semi, Materinstva I Detstva Vrachi Detyam",0,1,spending,outgoing,54106
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,1,commitments,outgoing,112664440
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Niras Ic Sp Zoo,0,1,spending,outgoing,298438
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Organisation For Economic Co-Operation And Development*Organisation De Cooperation Et De Developpement Economiques Ocde,0,1,spending,outgoing,2536735
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Organizata Kosovare Per Talent Dhearsim,0,1,spending,outgoing,57052
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Organizatia Pentru Dezvoltarea Sectorului Intreprinderilor Mici Si Mijlocii*Odimm Organization For Small& Medium Enterprises Sector Develop,0,1,spending,outgoing,1190472
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Other multilateral institution,0,1,commitments,outgoing,309641549
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Palestinian Vision Organisation,0,1,spending,outgoing,919837
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Private sector institution,0,1,commitments,outgoing,153943294
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Public Organization Center For Innovative Education Pro.Svit,0,1,spending,outgoing,50093
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Radda Barnens Riksforbund,0,1,spending,outgoing,1568452
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Recipient Government,0,1,commitments,outgoing,1177203539
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Regional Non-Governmental Charitable Organization For Help To Refugees And Migrants Civic Assistance,0,1,spending,outgoing,69185
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Regionalnaja Obstestvennaja Organizacija Invalidov Perspektiva,0,1,spending,outgoing,54048
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Republic Of North Macedonia,0,1,spending,outgoing,58502469
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Republika Crna Gora*Republique Du Montenegro,0,1,spending,outgoing,35966295
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Republika E Kosoves*Republic Of Kosovo Republique Du Kosovo,0,1,spending,outgoing,33440798
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Republika E Shqiperise*Republique Dalbanie Republic Of Albania,0,1,spending,outgoing,13183514
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Republika Srbija*Republique De Serbie,0,1,spending,outgoing,33422906
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Rzeczpospolita Polska*Republique Depologne Republic Of Poland,0,1,spending,outgoing,786278
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Safad Advertising Private Stock Co*Safad Adv Co,0,1,spending,outgoing,64890
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Sakartvelo* Georgie Georgia,0,1,spending,outgoing,104475200
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Samu Social International*,0,1,spending,outgoing,32451
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Secretariat Of The Northern Dimension Partnership In Public Health And Social Well-Being*Ndphs Secretariat,0,1,spending,outgoing,998763
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Sifir Ayrimcilik Dernegi(Sifiray-Der)*Zero Discrimination Associationzda,0,1,spending,outgoing,154714
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Sivil Toplum Gelistirme Merkezi Dernegi*Association Of Civil Society Development Center,0,1,spending,outgoing,912840
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Sofreco-Societe Francaise De Realisation D'Etudes Et De Conseil Sa*,0,1,spending,outgoing,3336214
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Stichting Fgip-Human Rights In Mental Health,0,1,spending,outgoing,69377
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Stichting Save The Children Nederland*,0,1,spending,outgoing,348231
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Terre Des Hommes-Aide A L'Enfance Dans Le Monde Fondation*Terre Des Hommes Kinderhilfe Weltweit Stiftungterre Des Hommes Helping Children W,0,1,spending,outgoing,388304
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The 'Caf' Charitable Foundation Forphilanthropy Development,0,1,spending,outgoing,858046
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The British Council Royal Charter*,0,1,spending,outgoing,369660
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The Food And Agriculture Organization Of The United Nations*Organisation Des Nations Unies Pour L'Alimentation Et L'Agriculture,0,1,spending,outgoing,2108752
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The International Centre For Migration Policy Development,0,1,spending,outgoing,1585706
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The Pragma Corporation,0,1,spending,outgoing,364140
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,The Public Health Foundation Of Georgia*Phf,0,1,spending,outgoing,398504
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Third Country Government (Delegated co-operation),0,1,commitments,outgoing,56855567
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Tph Consulting Limited,0,1,spending,outgoing,9702
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Turkiye Cumhuriyeti*Republique Turque Republic Of Turkey,0,1,spending,outgoing,118280346
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,UN Women,0,1,spending,outgoing,7733810
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Association,0,1,spending,outgoing,347938
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Children'S Fund*Le Ffonds Des Nations Unies Pour L'Enfance,0,1,spending,outgoing,8723483
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Development Programme*Programme Des Nations Unies Pourle Developpement,0,1,spending,outgoing,160392053
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Educational Scientific And Cultural Organization*Organisation Des Nationes Unies Pour L'Education La Science Et La Culture,0,1,spending,outgoing,992784
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations High Commissioner For Human Rights*Haut Commissariat De Nations Unies Aux Droits De L'Homme,0,1,spending,outgoing,1182389
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Industrial Development Organization*Organisation Des Nations Unies Pour Le Developpement Industriel,0,1,spending,outgoing,2728596
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,United Nations Office For Project Services*Bureau Des Nations Unies Pour Les Services D'Appui Aux Projets,0,1,spending,outgoing,22662683
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,"United Nations agency, fund or commission (UN)",0,1,commitments,outgoing,151620941
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Urzad Komisji Narzoru Finansowego*The Polish Financial Supervision Authority,0,1,spending,outgoing,686366
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Viesoji Istaiga Centrine Projektu Valdymo Agentura*Central Project Management Agency Cpma,0,1,spending,outgoing,8912277
xi-iati-ec_near,European Commission - Neighbourhood and Enlargement Negotiations,15,,Women'S Fund In Georgia,0,1,spending,outgoing,83311
